iter	Passed	Remaining
960	141274	123339
961	141426	123197
962	141566	123043
963	141701	122885
964	141840	122732
965	141984	122583
966	142130	122435
967	142278	122289
968	142413	122131
969	142555	121980
970	142697	121829
971	142850	121687
972	142995	121538
973	143129	121381
974	143281	121238
975	143423	121086
976	143567	120937
977	143720	120796
978	143852	120635
979	143999	120489
980	144141	120338
981	144300	120201
982	144446	120053
983	144586	119900
984	144727	119749
985	144867	119596
986	145020	119454
987	145157	119299
988	145306	119154
989	145446	119001
990	145588	118850
991	145732	118701
992	145869	118546
993	146007	118392
994	146167	118255
995	146317	118112
996	146474	117973
997	146617	117822
998	146770	117680
999	146907	117525
1000	147051	117377
1001	147238	117261
1002	147397	117124
1003	147562	116992
1004	147702	116839
1005	147842	116686
1006	147994	116543
1007	148136	116393
1008	148273	116238
1009	148415	116087
1010	148570	115946
1011	148705	115790
1012	148842	115635
1013	148979	115481
1014	149122	115331
1015	149268	115183
1016	149419	115039
1017	149570	114896
1018	149715	114747
1019	149857	114596
1020	150012	114455
1021	150151	114303
1022	150288	114149
1023	150438	114003
1024	150586	113858
1025	150720	113701
1026	150861	113549
1027	151029	113418
1028	151171	113268
1029	151313	113117
1030	151455	112967
1031	151610	112826
1032	151746	112671
1033	151895	112526
1034	152033	112372
1035	152182	112227
1036	152320	112073
1037	152459	111921
1038	152604	111772
1039	152745	111621
1040	152887	111471
1041	153039	111328
1042	153182	111178
1043	153322	111026
1044	153466	110877
1045	153607	110726
1046	153755	110580
1047	153908	110438
1048	154054	110290
1049	154207	110148
1050	154359	110005
1051	154498	109852
1052	154639	109701
1053	154779	109549
1054	154920	109398
1055	155066	109251
1056	155208	109101
1057	155359	108957
1058	155510	108813
1059	155655	108664
1060	155797	108514
1061	155932	108360
1062	156073	108209
1063	156215	108059
1064	156359	107909
1065	156496	107756
1066	156651	107615
1067	156803	107472
1068	156939	107317
1069	157082	107168
1070	157223	107017
1071	157373	106873
1072	157536	106736
1073	157685	106591
1074	157821	106437
1075	157963	106287
1076	158107	106138
1077	158257	105994
1078	158398	105843
1079	158539	105692
1080	158690	105548
1081	158828	105396
1082	158975	105249
1083	159115	105098
1084	159266	104954
1085	159406	104802
1086	159546	104652
1087	159705	104512
1088	159844	104361
1089	159997	104218
1090	160136	104066
1091	160273	103913
1092	160415	103763
1093	160559	103614
1094	160709	103470
1095	160847	103317
1096	161001	103176
1097	161147	103028
1098	161293	102881
1099	161451	102741
1100	161584	102586
1101	161729	102438
1102	161875	102290
1103	162026	102147
1104	162176	102002
1105	162316	101851
1106	162459	101702
1107	162601	101552
1108	162743	101402
1109	162884	101252
1110	163038	101110
1111	163179	100960
1112	163329	100815
1113	163463	100660
1114	163601	100508
1115	163772	100376
1116	163927	100234
1117	164060	100079
1118	164200	99929
1119	164344	99780
1120	164491	99634
1121	164646	99492
1122	164783	99339
1123	164938	99198
1124	165078	99047
1125	165218	98896
1126	165363	98748
1127	165513	98603
1128	165650	98451
1129	165819	98317
1130	165970	98173
1131	166125	98031
1132	166267	97882
1133	166411	97733
1134	166551	97583
1135	166689	97431
1136	166837	97285
1137	166976	97134
1138	167130	96991
1139	167272	96841
1140	167425	96698
1141	167568	96549
1142	167717	96404
1143	167847	96248
1144	167988	96098
1145	168131	95949
1146	168282	95805
1147	168429	95658
1148	168569	95507
1149	168724	95365
1150	168860	95213
1151	168993	95058
1152	169134	94908
1153	169277	94760
1154	169430	94617
1155	169576	94469
1156	169713	94317
1157	169861	94172
1158	170002	94022
1159	170152	93877
1160	170292	93726
1161	170429	93575
1162	170572	93425
1163	170714	93277
1164	170864	93132
1165	171001	92980
1166	171140	92829
1167	171289	92684
1168	171430	92534
1169	171566	92381
1170	171706	92232
1171	171848	92082
1172	172002	91940
1173	172148	91792
1174	172285	91640
1175	172429	91493
1176	172582	91350
1177	172715	91196
1178	172856	91046
1179	173006	90901
1180	173166	90761
1181	173304	90610
1182	173442	90459
1183	173589	90313
1184	173729	90163
1185	173872	90014
1186	174011	89864
1187	174155	89716
1188	174296	89566
1189	174437	89417
1190	174593	89275
1191	174731	89124
1192	174887	88982
1193	175023	88830
1194	175163	88681
1195	175318	88538
1196	175464	88391
1197	175605	88242
1198	175749	88094
1199	175894	87947
1200	176054	87807
1201	176198	87659
1202	176351	87516
1203	176514	87377
1204	176659	87230
1205	176804	87082
1206	176957	86939
1207	177105	86793
1208	177253	86647
1209	177394	86498
1210	177538	86350
1211	177704	86213
1212	177860	86070
1213	177990	85916
1214	178137	85769
1215	178274	85618
1216	178427	85475
1217	178569	85326
1218	178720	85181
1219	178860	85031
1220	179006	84885
1221	179149	84736
1222	179304	84594
1223	179443	84444
1224	179586	84295
1225	179725	84145
1226	179868	83997
1227	180009	83848
1228	180162	83704
1229	180324	83565
1230	180458	83412
1231	180598	83262
1232	180734	83111
1233	180884	82966
1234	181027	82818
1235	181164	82667
1236	181302	82516
1237	181448	82369
1238	181587	82220
1239	181736	82074
1240	181874	81924
1241	182016	81775
1242	182159	81627
1243	182312	81483
1244	182473	81343
1245	182613	81194
1246	182768	81051
1247	182903	80899
1248	183055	80755
1249	183196	80606
1250	183337	80457
1251	183484	80310
1252	183617	80158
1253	183757	80009
1254	183907	79864
1255	184053	79717
1256	184200	79570
1257	184337	79420
1258	184483	79273
1259	184624	79124
1260	184767	78976
1261	184917	78831
1262	185060	78683
1263	185202	78535
1264	185347	78388
1265	185499	78243
1266	185649	78098
1267	185788	77948
1268	185944	77806
1269	186082	77656
1270	186223	77507
1271	186360	77357
1272	186506	77210
1273	186655	77064
1274	186787	76912
1275	186926	76762
1276	187075	76617
1277	187220	76470
1278	187360	76321
1279	187499	76171
1280	187641	76023
1281	187790	75878
1282	187927	75727
1283	188064	75577
1284	188207	75429
1285	188350	75281
1286	188492	75133
1287	188644	74988
1288	188794	74844
1289	188933	74694
1290	189075	74546
1291	189219	74398
1292	189379	74258
1293	189530	74113
1294	189669	73963
1295	189821	73819
1296	189962	73671
1297	190105	73522
1298	190248	73375
1299	190406	73233
1300	190559	73089
1301	190702	72941
1302	190849	72795
1303	190996	72649
1304	191141	72501
1305	191280	72352
1306	191424	72205
1307	191572	72059
1308	191720	71913
1309	191861	71765
1310	192011	71619
1311	192159	71473
1312	192296	71323
1313	192437	71175
1314	192579	71027
1315	192720	70879
1316	192862	70730
1317	193013	70586
1318	193151	70436
1319	193291	70287
1320	193437	70141
1321	193575	69991
1322	193713	69842
1323	193857	69695
1324	193996	69546
1325	194137	69397
1326	194279	69249
1327	194429	69104
1328	194564	68954
1329	194708	68806
1330	194854	68660
1331	195006	68515
1332	195154	68369
1333	195302	68223
1334	195445	68076
1335	195584	67927
1336	195718	67776
1337	195863	67629
1338	196010	67483
1339	196163	67339
1340	196309	67193
1341	196468	67051
1342	196621	66907
1343	196767	66760
1344	196906	66611
1345	197062	66468
1346	197218	66325
1347	197365	66178
1348	197502	66029
1349	197645	65881
1350	197787	65733
1351	197934	65587
1352	198079	65440
1353	198218	65292
1354	198352	65141
1355	198488	64991
1356	198633	64845
1357	198789	64701
1358	198926	64552
1359	199068	64404
1360	199218	64259
1361	199354	64109
1362	199496	63961
1363	199641	63815
1364	199794	63670
1365	199946	63526
1366	200085	63377
1367	200221	63227
1368	200375	63083
1369	200513	62934
1370	200649	62785
1371	200799	62640
1372	200943	62492
1373	201085	62345
1374	201230	62198
1375	201398	62058
1376	201545	61912
1377	201684	61764
1378	201840	61620
1379	201982	61472
1380	202124	61325
1381	202268	61178
1382	202420	61033
1383	202558	60884
1384	202704	60738
1385	202845	60590
1386	203002	60446
1387	203151	60301
1388	203296	60154
1389	203439	60007
1390	203583	59860
1391	203729	59713
1392	203865	59564
1393	204003	59415
1394	204148	59269
1395	204288	59120
1396	204429	58972
1397	204582	58828
1398	204721	58680
1399	204868	58533
1400	205019	58388
1401	205153	58239
1402	205304	58093
1403	205441	57945
1404	205585	57798
1405	205733	57652
1406	205873	57504
1407	206022	57358
1408	206187	57217
1409	206324	57068
1410	206474	56923
1411	206634	56780
1412	206780	56634
1413	206928	56488
1414	207072	56341
1415	207256	56205
1416	207407	56060
1417	207541	55910
1418	207679	55761
1419	207832	55617
1420	207978	55470
1421	208115	55321
1422	208252	55173
1423	208395	55025
1424	208537	54878
1425	208680	54731
1426	208830	54585
1427	208971	54437
1428	209114	54290
1429	209268	54146
1430	209411	53999
1431	209570	53856
1432	209705	53706
1433	209842	53558
1434	209998	53414
1435	210136	53265
1436	210284	53119
1437	210436	52974
1438	210589	52830
1439	210725	52681
1440	210867	52533
1441	211016	52388
1442	211159	52241
1443	211296	52092
1444	211439	51945
1445	211609	51804
1446	211753	51657
1447	211894	51510
1448	212046	51365
1449	212196	51219
1450	212328	51070
1451	212463	50921
1452	212603	50773
1453	212756	50628
1454	212897	50480
1455	213040	50333
1456	213177	50185
1457	213324	50039
1458	213463	49890
1459	213608	49744
1460	213749	49596
1461	213892	49449
1462	214032	49302
1463	214185	49157
1464	214322	49008
1465	214466	48862
1466	214619	48717
1467	214762	48570
1468	214896	48421
1469	215035	48273
1470	215180	48126
1471	215330	47981
1472	215470	47833
1473	215606	47684
1474	215746	47537
1475	215890	47390
1476	216043	47245
1477	216188	47099
1478	216324	46950
1479	216459	46802
1480	216603	46655
1481	216743	46507
1482	216897	46363
1483	217036	46215
1484	217180	46068
1485	217336	45924
1486	217494	45780
1487	217642	45634
1488	217777	45486
1489	217922	45339
1490	218063	45192
1491	218203	45044
1492	218346	44897
1493	218476	44748
1494	218587	44594
1495	218723	44446
1496	218876	44301
1497	219017	44154
1498	219154	44006
1499	219297	43859
1500	219441	43712
1501	219581	43565
1502	219738	43421
1503	219877	43273
1504	220029	43128
1505	220181	42983
1506	220324	42836
1507	220475	42691
1508	220616	42544
1509	220758	42397
1510	220910	42252
1511	221048	42104
1512	221191	41957
1513	221355	41814
1514	221501	41668
1515	221645	41521
1516	221782	41374
1517	221937	41229
1518	222087	41084
1519	222235	40938
1520	222376	40790
1521	222518	40643
1522	222653	40495
1523	222792	40348
1524	222927	40200
1525	223068	40052
1526	223223	39908
1527	223360	39760
1528	223508	39614
1529	223645	39466
1530	223791	39320
1531	223944	39175
1532	224085	39028
1533	224231	38882
1534	224380	38736
1535	224532	38591
1536	224680	38445
1537	224821	38298
1538	224972	38153
1539	225113	38006
1540	225278	37863
1541	225437	37719
1542	225582	37572
1543	225728	37426
1544	225888	37282
1545	226032	37135
1546	226176	36989
1547	226332	36844
1548	226474	36697
1549	226629	36553
1550	226775	36406
1551	226917	36259
1552	227059	36113
1553	227204	35966
1554	227351	35820
1555	227491	35673
1556	227641	35527
1557	227784	35381
1558	227917	35232
1559	228061	35086
1560	228205	34939
1561	228363	34795
1562	228504	34648
1563	228655	34502
1564	228797	34356
1565	228942	34209
1566	229081	34062
1567	229233	33917
1568	229379	33770
1569	229518	33623
1570	229673	33478
1571	229819	33332
1572	229958	33185
1573	230112	33040
1574	230249	32892
1575	230388	32745
1576	230529	32598
1577	230683	32453
1578	230827	32307
1579	230968	32160
1580	231121	32014
1581	231272	31869
1582	231410	31722
1583	231553	31575
1584	231702	31429
1585	231849	31283
1586	231990	31136
1587	232131	30989
1588	232285	30844
1589	232428	30698
1590	232578	30552
1591	232714	30404
1592	232857	30258
1593	232996	30111
1594	233136	29964
1595	233286	29818
1596	233432	29672
1597	233575	29525
1598	233714	29378
1599	233857	29232
1600	234013	29087
1601	234153	28940
1602	234299	28794
1603	234452	28648
1604	234602	28503
1605	234736	28355
1606	234876	28208
1607	235020	28062
1608	235164	27915
1609	235308	27769
1610	235468	27624
1611	235613	27478
1612	235765	27332
1613	235907	27186
1614	236054	27040
1615	236194	26893
1616	236338	26747
1617	236495	26602
1618	236637	26455
1619	236772	26308
1620	236914	26161
1621	237067	26016
1622	237220	25870
1623	237354	25723
1624	237499	25576
1625	237648	25431
1626	237790	25284
1627	237931	25137
1628	238068	24990
1629	238216	24844
1630	238363	24698
1631	238507	24552
1632	238661	24406
1633	238807	24260
1634	238954	24114
1635	239094	23967
1636	239248	23822
1637	239398	23676
1638	239533	23529
1639	239675	23382
1640	239835	23238
1641	239983	23092
1642	240124	22945
1643	240267	22799
1644	240406	22652
1645	240561	22506
1646	240702	22360
1647	240853	22214
1648	241002	22068
1649	241146	21922
1650	241281	21775
1651	241423	21628
1652	241564	21482
1653	241703	21335
1654	241860	21190
1655	242016	21044
1656	242161	20898
1657	242312	20752
1658	242452	20606
1659	242603	20460
1660	242773	20316
1661	242909	20169
1662	243042	20022
1663	243195	19876
