iter	RMSE
183	0.1909016286
184	0.1908953427
185	0.1907385466
186	0.1905648623
187	0.1904541291
188	0.1903043083
189	0.1901316599
190	0.1901217045
191	0.1900179647
192	0.1897592083
193	0.1895848357
194	0.1893758121
195	0.1893545423
196	0.1892213875
197	0.1890529911
198	0.1888610756
199	0.1887023191
200	0.1884292778
201	0.188335841
202	0.1880655826
203	0.1878832078
204	0.1877290178
205	0.1877268144
206	0.1874484239
207	0.1873053127
208	0.1871166714
209	0.1869355915
210	0.1867775859
211	0.1865770534
212	0.1864741839
213	0.1862556393
214	0.186053367
215	0.1859425904
216	0.1856854079
217	0.1855669681
218	0.1854055348
219	0.1851212914
220	0.1849972497
221	0.1848404732
222	0.1847027572
223	0.1846818012
224	0.1844903318
225	0.1841760672
226	0.1840273419
227	0.1839020645
228	0.1837807873
229	0.1837774283
230	0.1837376532
231	0.1835776838
232	0.1834267671
233	0.1833963934
234	0.1832532337
235	0.1831061921
236	0.1829627516
237	0.1828338054
238	0.1826342464
239	0.1824227598
240	0.182230368
241	0.1821257848
242	0.1820435476
243	0.1818595848
244	0.1817267785
245	0.1815969126
246	0.1815297777
247	0.1813231517
248	0.1811569944
249	0.1809527818
250	0.1808213506
251	0.1806799366
252	0.1804833362
253	0.1802649617
254	0.1800868394
255	0.179986007
256	0.1799102068
257	0.1798000822
258	0.1796128297
259	0.17947159
260	0.1792491256
261	0.1792469157
262	0.1790394651
263	0.1789487635
264	0.1787798151
265	0.1785719058
266	0.1784557045
267	0.1784066458
268	0.1782329613
269	0.1781864978
270	0.1781851942
271	0.178130448
272	0.1780480223
273	0.1779631059
274	0.1779123576
275	0.1778136718
276	0.1777726795
277	0.1775427068
278	0.1775009146
279	0.177341108
280	0.1771291934
281	0.1770344707
282	0.1768623196
283	0.1768617775
284	0.1767423497
285	0.1766455916
286	0.1765329224
287	0.1765302881
288	0.1763991957
289	0.176398147
290	0.1762760955
291	0.1760489824
292	0.1759261318
293	0.1757664589
294	0.1756717445
295	0.1755992452
296	0.1755202881
297	0.1755194839
298	0.1753750613
299	0.175238419
300	0.1751454055
301	0.1750581257
302	0.174895739
303	0.1748489054
304	0.1748476344
305	0.1747950085
306	0.1745872466
307	0.1744463889
308	0.1744293169
309	0.1741924
310	0.1740402648
311	0.1739305917
312	0.1738090483
313	0.1737794745
314	0.1737003993
315	0.1735760762
316	0.173476781
317	0.173373845
318	0.1732618036
319	0.173109042
320	0.172969684
321	0.1727705923
322	0.1726582715
323	0.1726190879
324	0.1725110394
325	0.1722455731
326	0.1721760005
327	0.1721000437
328	0.1719652753
329	0.1718928585
330	0.1717338117
331	0.1716274158
332	0.1714688404
333	0.1713395799
334	0.1711752744
335	0.171172008
336	0.17103927
337	0.1709007839
338	0.1707220593
339	0.1706328245
340	0.1704491253
341	0.1702599041
342	0.1700439376
343	0.1699797673
344	0.1698683686
345	0.1698128757
346	0.1695631862
347	0.1694809089
348	0.1694002285
349	0.1692635089
350	0.1691230479
351	0.1688686107
352	0.1687282574
353	0.1686875112
354	0.1685533347
355	0.1685015622
356	0.1683653643
357	0.1682202341
358	0.1680868768
359	0.1680328372
360	0.1678901368
361	0.1678343009
362	0.1676505608
363	0.1676269857
364	0.1675326449
365	0.1674520233
366	0.167348637
367	0.1672561183
368	0.1672119866
369	0.1671101646
370	0.1668779332
371	0.1667776358
372	0.1665571247
373	0.1665018431
374	0.1664404236
375	0.1663967103
376	0.1663315748
377	0.16623205
378	0.1660749458
379	0.1658731132
380	0.1657396652
381	0.1655941392
382	0.1654318889
383	0.1653241867
384	0.165185436
385	0.1650743271
386	0.1650650026
387	0.1649038517
388	0.1647270697
389	0.1645810438
390	0.1644333701
391	0.1643282976
392	0.1642040117
393	0.164037182
394	0.1639178313
395	0.1638673853
396	0.1637104106
397	0.1635452604
398	0.163414978
399	0.1631279675
400	0.1630447914
401	0.1629290967
402	0.1628027411
403	0.1626590074
404	0.162656605
405	0.1625535598
406	0.1624468099
407	0.162336515
408	0.1622012673
409	0.1620687703
410	0.1619681277
411	0.1618610192
412	0.1618115997
413	0.1618089
414	0.1616066024
415	0.16150856
416	0.1613968016
417	0.161255594
418	0.1611538622
419	0.1610490881
420	0.1610163418
421	0.1608622854
422	0.1607662184
423	0.1605560738
424	0.160368375
425	0.1602412782
426	0.1599830973
427	0.1598252172
428	0.1597114004
429	0.1596074798
430	0.1595461141
431	0.1595433983
432	0.1593844125
433	0.1592089849
434	0.1591044205
435	0.1590692515
436	0.1589515068
437	0.1587872812
438	0.1586719825
439	0.1585526541
440	0.1584826074
441	0.1584714783
442	0.1583542627
443	0.1582669935
444	0.1582115292
445	0.1580782649
446	0.157965474
447	0.1579103275
448	0.1578184062
449	0.1577091148
450	0.1576667396
451	0.1576222547
452	0.1575304454
453	0.1574913304
454	0.1573256626
455	0.1572601206
456	0.1572458323
457	0.1571246631
458	0.1569710739
459	0.1567887667
460	0.1567005184
461	0.1565401171
462	0.1564332185
463	0.156433033
464	0.1562446795
465	0.1561619823
466	0.1560203581
467	0.1559309092
468	0.155770084
469	0.1557578454
470	0.1556235833
471	0.1555270162
472	0.1554343238
473	0.1552681265
474	0.1551453562
475	0.1551070721
476	0.1549259315
477	0.1548360383
478	0.1545458549
479	0.1543506629
480	0.1542285375
481	0.1541024013
482	0.1539953317
483	0.1539361275
484	0.1538597535
485	0.1537773156
486	0.1537141661
487	0.1535604999
488	0.1535578433
489	0.1535095706
490	0.153504049
491	0.1534059265
492	0.1532926581
493	0.1532610123
494	0.1532057619
495	0.1531373481
496	0.1531306323
497	0.1530183613
498	0.1530008606
499	0.1528592437
500	0.1527959475
501	0.1526952116
502	0.1526897912
503	0.1525810322
504	0.1524814827
505	0.1524215484
506	0.1524203035
507	0.1523580052
508	0.1522787732
509	0.1521940465
510	0.1521446235
511	0.1520486095
512	0.1520426715
513	0.1519888403
514	0.151874702
515	0.1516953332
516	0.1515421358
517	0.151540679
518	0.1514007594
519	0.1513181671
520	0.1510960741
521	0.1509338715
522	0.1507442206
523	0.1506243145
524	0.1505772089
525	0.1504833025
526	0.1502874079
527	0.1501615771
528	0.1499639311
529	0.1498338652
530	0.1496673407
531	0.1495447062
532	0.1495435943
533	0.1494736309
534	0.1493939949
535	0.1492825293
536	0.1492545096
537	0.149136289
538	0.1489804996
539	0.1488533632
540	0.1487305748
541	0.1485832677
542	0.1484789004
543	0.1483891084
544	0.1482643907
545	0.1480450377
546	0.147951127
547	0.14788637
548	0.1478712524
549	0.1477891057
550	0.1475970452
551	0.1475267753
552	0.1474040801
553	0.1472551628
554	0.1470805035
555	0.1470107595
556	0.1468867306
557	0.1468121363
558	0.1467564917
559	0.1466314682
560	0.1465486692
561	0.1464651838
562	0.1464109304
563	0.1463611174
564	0.1462797687
565	0.1462429471
566	0.1461491949
567	0.1460643689
568	0.1460168167
569	0.145893672
570	0.1458819998
571	0.1457944343
572	0.1457136719
573	0.145586968
574	0.1455387097
575	0.1455365014
576	0.1453619811
577	0.1452434456
578	0.1450941001
579	0.1449821907
580	0.1448649088
581	0.1448017206
582	0.1447540327
583	0.1446293362
584	0.1445004934
585	0.1443335004
586	0.1443088389
587	0.1442094468
588	0.1441722731
589	0.1440951728
590	0.1440248852
591	0.1439552749
592	0.1438968134
593	0.1438449613
594	0.1437824581
595	0.1437096746
596	0.1436411577
597	0.143576757
598	0.1434119884
599	0.1433557035
600	0.1433267571
601	0.1432153374
602	0.1431062222
603	0.1429706524
604	0.1429327962
605	0.1427165781
606	0.14263972
607	0.1425450721
608	0.1423802773
609	0.142378347
610	0.1422846031
611	0.1421047019
612	0.1420082763
613	0.1419488836
614	0.1418087443
615	0.1417566342
616	0.1416778011
617	0.1415922498
618	0.1415079545
619	0.1413204266
620	0.1412398681
621	0.1410570746
622	0.1409929569
623	0.1408525187
624	0.140714331
625	0.1406602363
626	0.1406116009
627	0.140576391
628	0.1404971895
629	0.1403553159
630	0.1403024752
631	0.1401907091
632	0.1401047868
633	0.1400503694
634	0.1399206171
635	0.1398488519
636	0.1398269673
637	0.139760125
638	0.1397037626
639	0.139666807
640	0.1396112091
641	0.1395040334
642	0.1394658115
643	0.1394262183
644	0.1393455998
645	0.1392283369
646	0.1392258121
647	0.1391361704
648	0.1390532571
649	0.138884662
650	0.138743933
651	0.138569239
652	0.1384837482
653	0.1384305374
654	0.1382402254
655	0.1382354655
656	0.1381840701
657	0.1380848708
658	0.1380331678
659	0.1379828724
660	0.1378750547
661	0.1378077003
662	0.1377159226
663	0.1376882697
664	0.1375777097
665	0.1375242401
666	0.1374318187
667	0.1373492388
668	0.137328062
669	0.1372098193
670	0.1371658645
671	0.1370772543
672	0.1370562664
673	0.1369154826
674	0.1368435205
675	0.1367951607
676	0.1365525946
677	0.1365287096
678	0.1365005825
679	0.1364828206
680	0.1363503816
681	0.1362212159
682	0.136198625
683	0.1361917409
684	0.1361373464
685	0.1360292321
686	0.1358888853
687	0.135832224
688	0.1357013714
689	0.1356125459
690	0.1355438501
691	0.1354481703
692	0.1354478007
693	0.1353810075
694	0.1352559976
695	0.1352503842
696	0.1350994307
697	0.1350987501
698	0.1349796947
699	0.1349353122
700	0.1349005464
701	0.1347718019
702	0.1346376337
703	0.1346195664
704	0.1344561581
705	0.1343643147
706	0.1342584524
707	0.1341852004
708	0.1341263224
709	0.1340315571
710	0.1339230919
711	0.1337925592
712	0.1337006192
713	0.1336357844
714	0.133538515
715	0.1333994562
716	0.1333377608
717	0.1332492333
718	0.1331468604
719	0.1330130966
720	0.1329309319
721	0.1328138869
722	0.1327298432
723	0.1325960115
724	0.1325393835
725	0.1324721416
726	0.1324082359
727	0.1323464848
728	0.1322474279
729	0.1321583795
730	0.1321400687
731	0.1320794779
732	0.1319751291
733	0.1318571656
734	0.1318161298
735	0.1317774459
736	0.131701069
737	0.1316477627
738	0.1315965637
739	0.131591064
740	0.1314514849
741	0.1314040745
742	0.1312950618
743	0.1311938267
744	0.1311230211
745	0.1310026801
746	0.1309293111
747	0.1308797328
748	0.1307971918
749	0.1307905619
750	0.130743875
751	0.1306855815
752	0.1306156356
753	0.1305210512
754	0.1304601874
755	0.1303502464
756	0.1303075432
757	0.1302947693
758	0.1302693805
759	0.1301755692
760	0.1300194877
761	0.1299341747
762	0.1297837123
763	0.1297154558
764	0.1296233961
765	0.1295226445
766	0.1294923501
767	0.1294002143
768	0.1293371416
769	0.1292234731
770	0.1290753988
771	0.1289466036
772	0.1288701066
773	0.128808976
774	0.1287022742
775	0.1286739002
776	0.1285871482
777	0.1285775118
778	0.1285108486
779	0.1283923665
780	0.1283539229
781	0.1282839813
782	0.1282003434
783	0.1281966953
784	0.1281179993
785	0.1280806633
786	0.1280102667
787	0.127886759
788	0.1278100898
789	0.1277216628
790	0.1277210886
791	0.1277210534
792	0.1276474369
793	0.1275716788
794	0.1273956559
795	0.12733946
796	0.1272283225
797	0.1271240445
798	0.1270427841
799	0.1269189725
800	0.1269110973
801	0.1268254952
802	0.126722021
803	0.1266811893
804	0.1265848031
805	0.126478962
806	0.1264350079
807	0.1263532006
808	0.1262690193
809	0.1261279484
810	0.1260752157
811	0.1259904532
812	0.1259245986
813	0.1257928682
814	0.1257531556
815	0.1256475034
816	0.125598484
817	0.1255647179
818	0.1254929397
819	0.125486475
820	0.125450805
821	0.125366599
822	0.1253227982
823	0.1252777068
824	0.1251716916
825	0.1251402845
826	0.1250809572
827	0.1250276116
828	0.1249517024
829	0.1248981514
830	0.12487483
831	0.1247887025
832	0.1247178639
833	0.124607568
834	0.1245230687
835	0.1244644115
836	0.1243921469
837	0.1243104561
838	0.1242581935
839	0.1241851942
840	0.1240960521
841	0.1240399377
842	0.1239295793
843	0.1238369645
844	0.1237731591
845	0.1236566674
846	0.1235556646
847	0.1234672562
848	0.1234346458
849	0.1233070645
850	0.1232153102
851	0.123166165
852	0.12310849
853	0.1230144633
854	0.123005022
855	0.1229652529
856	0.1228820251
857	0.1227671301
858	0.1226973618
859	0.1226656999
860	0.122531533
861	0.1224968593
862	0.1223676886
863	0.1222968797
864	0.1221781152
865	0.1221116673
866	0.1220573858
867	0.1220533074
868	0.1220361937
869	0.1219598575
870	0.1219598256
871	0.1219017688
872	0.1218644155
873	0.121785954
874	0.121733154
875	0.1216256128
876	0.1215344932
877	0.1214972141
878	0.1214844476
879	0.1212955706
880	0.1212273271
881	0.1211478808
882	0.1210454511
883	0.1209991507
884	0.1209109656
885	0.1208745491
886	0.1208089373
887	0.1207833744
888	0.1206637966
889	0.1206252625
890	0.1205010472
891	0.1204173038
892	0.120373036
893	0.1202796824
894	0.1201966389
895	0.1201002475
896	0.1200530221
897	0.1199724244
898	0.1198954441
899	0.1198724534
900	0.1198091055
901	0.1196968235
902	0.1196578376
903	0.1196198622
904	0.1195620315
905	0.1194974898
906	0.1194775545
907	0.1194489395
908	0.1193799663
909	0.1193505334
910	0.1192734604
911	0.1191373808
912	0.119065392
913	0.1189356365
914	0.1188293821
915	0.1187294829
916	0.1186472104
917	0.1186394401
918	0.1186001119
919	0.1185262608
920	0.1184952246
921	0.1184904279
922	0.1184053371
923	0.1183501159
924	0.118259169
925	0.1182015882
926	0.1181223724
927	0.1180591786
928	0.1179195915
929	0.1178560455
930	0.117810617
931	0.1177693551
932	0.1176812556
933	0.1176144549
934	0.1175665787
935	0.1174414585
936	0.117363651
937	0.1172979475
938	0.1172395571
939	0.11720952
940	0.1171794356
941	0.117109931
942	0.1170315411
943	0.1169719688
944	0.1168592535
945	0.1168115178
946	0.1167341399
947	0.1166806151
948	0.1166416103
949	0.1165850593
950	0.1165725734
951	0.1164770972
952	0.1164197186
953	0.1163451725
954	0.1162736529
955	0.1161572526
956	0.1160444238
957	0.1159402338
958	0.1158362255
959	0.1157679699
960	0.1157110685
961	0.1156531627
962	0.1156516676
963	0.1155843252
964	0.1155525081
965	0.1154785635
966	0.1154232057
967	0.1153809222
968	0.1152937633
969	0.1152548531
970	0.1152097671
971	0.1150867673
972	0.1149894469
973	0.1148956872
974	0.1148914231
975	0.114835804
976	0.1147438624
977	0.1147093559
978	0.1146401001
979	0.1146051889
980	0.1144921661
981	0.1144169812
982	0.1143405203
983	0.1142682469
984	0.1142076204
985	0.1140891044
986	0.1140650305
987	0.1140154534
988	0.1139094882
989	0.1138850155
990	0.1138159404
991	0.113755448
992	0.1136789691
993	0.1136416768
994	0.1135584491
995	0.1135364374
996	0.1134950205
997	0.1134393172
998	0.1134072076
999	0.1133184959
1000	0.1132855353
1001	0.1132383079
1002	0.113173915
1003	0.1130637865
1004	0.1130052763
1005	0.1129103367
1006	0.1127976053
1007	0.1127321272
1008	0.1126334484
1009	0.1125830339
1010	0.1125424516
1011	0.1124988828
1012	0.1124536529
1013	0.1123871899
1014	0.1123150308
1015	0.1122326047
1016	0.1121240573
1017	0.1120471913
1018	0.1119918596
1019	0.111975315
1020	0.1119319802
1021	0.1118625797
1022	0.111800562
1023	0.1117418827
1024	0.1117190694
1025	0.1116905352
1026	0.1115232115
1027	0.1114939011
1028	0.1114204499
1029	0.1113605642
1030	0.1113524824
1031	0.1112593304
1032	0.1112304708
1033	0.1111278308
1034	0.1111270029
1035	0.1110699767
1036	0.1110114594
1037	0.1109767438
1038	0.1109593451
1039	0.1108882737
1040	0.1108829931
1041	0.1107749751
1042	0.1107184455
1043	0.1106368225
1044	0.1105969151
1045	0.110537815
1046	0.1105249461
1047	0.1104275611
1048	0.1103763815
1049	0.1102632331
1050	0.1101851345
1051	0.1100783313
1052	0.1100376833
1053	0.1099753135
1054	0.1098482813
1055	0.109778832
1056	0.1097002556
1057	0.1096299025
1058	0.1095772733
1059	0.109530238
1060	0.1094613267
1061	0.1093886748
1062	0.1093255421
1063	0.1092897908
1064	0.109228007
1065	0.1091031556
1066	0.1090433715
1067	0.1089998287
1068	0.1089431806
1069	0.1088857414
1070	0.1087714685
1071	0.1087425448
1072	0.1086507205
1073	0.1085781603
1074	0.1085147032
1075	0.1084171871
1076	0.1083554592
1077	0.1082709685
1078	0.1081634417
1079	0.1081593295
1080	0.1081034945
1081	0.1080212997
1082	0.1080143209
1083	0.1079422045
1084	0.1078432404
1085	0.107816801
1086	0.1077808877
1087	0.1077256068
1088	0.1076748464
1089	0.1076234587
1090	0.1075838308
1091	0.1075303692
1092	0.1074714808
1093	0.1074499263
1094	0.1073864647
1095	0.1073439944
1096	0.1073062467
1097	0.1072376334
1098	0.1071364148
1099	0.1070783872
1100	0.106992797
1101	0.106921859
1102	0.1069206822
1103	0.1068663522
1104	0.1068100849
1105	0.1067464754
1106	0.1066733793
1107	0.106633033
1108	0.106547153
1109	0.1065120025
1110	0.1064440206
1111	0.106405892
1112	0.1063591996
1113	0.1062864311
1114	0.1062342829
1115	0.1062058955
1116	0.1061179883
1117	0.1060579466
1118	0.1059922449
1119	0.1059245539
1120	0.1058172879
1121	0.1057376572
1122	0.1057165703
1123	0.1056481071
1124	0.1055690039
1125	0.1054860974
1126	0.1054439911
1127	0.1053715134
1128	0.1053668573
1129	0.1052910953
1130	0.105208875
1131	0.1051606181
1132	0.1050935197
1133	0.1050106552
1134	0.1049839581
1135	0.1049211519
1136	0.1048872242
1137	0.1048451912
1138	0.1047826954
1139	0.1047421555
1140	0.1047046447
1141	0.104557843
1142	0.1045154337
1143	0.1045119394
1144	0.1044533649
1145	0.1044217407
1146	0.1043911143
1147	0.1043496819
1148	0.1043148896
1149	0.10423035
1150	0.1041417064
1151	0.1040713142
1152	0.1040184061
1153	0.1039911718
1154	0.1039359311
1155	0.1039057484
1156	0.1038608083
1157	0.1037991515
1158	0.1037619384
1159	0.1037030345
1160	0.1036215183
1161	0.1035709436
1162	0.1035140045
1163	0.1034940968
1164	0.103451498
1165	0.1034236821
1166	0.1034230994
1167	0.1033973706
1168	0.10333437
1169	0.10333387
1170	0.103291379
1171	0.103288932
1172	0.1032016889
1173	0.1031577338
1174	0.1031390176
1175	0.1030614495
1176	0.1030012728
1177	0.1029791565
1178	0.1029448656
1179	0.1028953385
1180	0.1027790327
1181	0.1026937028
1182	0.1026926502
1183	0.102645875
1184	0.1025542504
1185	0.1024965564
1186	0.1024145586
1187	0.102367981
1188	0.1022884858
1189	0.1022008504
1190	0.1021494627
1191	0.1021272488
1192	0.1020593908
1193	0.1020227491
1194	0.1019768067
1195	0.1019304256
1196	0.1018888037
1197	0.1018336402
1198	0.1017791744
1199	0.1017235792
1200	0.1016664157
1201	0.1016427781
1202	0.1015522646
1203	0.1014823224
1204	0.1014667423
1205	0.1013970352
1206	0.1012837191
1207	0.1012267693
1208	0.1011556564
1209	0.1011218858
1210	0.1010678233
1211	0.1009919807
1212	0.1009651722
1213	0.1009639887
1214	0.1009017913
1215	0.1008554822
1216	0.1008193613
1217	0.1007483067
1218	0.10069173
1219	0.1006368217
1220	0.1005659253
1221	0.1005163527
1222	0.1004549687
1223	0.1004115266
1224	0.1003559266
1225	0.1002965652
1226	0.1001743067
1227	0.1001049664
1228	0.1000377566
1229	0.09997551924
1230	0.09991004982
1231	0.09984499919
1232	0.09982461808
1233	0.09978102434
1234	0.09973365242
1235	0.09968021219
1236	0.0996157815
1237	0.09954077041
1238	0.09949231814
1239	0.09946706183
1240	0.09943611523
1241	0.09934064726
1242	0.099270194
1243	0.09919177376
1244	0.09913505482
1245	0.09904139151
1246	0.09900225784
1247	0.09892756585
1248	0.09886582864
1249	0.09879852978
1250	0.09874239009
1251	0.09871057786
1252	0.0986648108
1253	0.09859714544
1254	0.09859072895
1255	0.09858833071
1256	0.09853751788
1257	0.09850228874
1258	0.0984385191
1259	0.09840276189
1260	0.0983635444
1261	0.09836316521
1262	0.09830712838
1263	0.09822536889
1264	0.09818699801
1265	0.09811530548
1266	0.09807188092
1267	0.09805921085
1268	0.098009002
1269	0.0979336539
1270	0.09787976002
1271	0.09785029536
1272	0.09779641358
1273	0.09777034436
1274	0.09773115338
1275	0.09768105874
1276	0.09758571232
1277	0.09754459287
1278	0.09750573738
1279	0.097488635
1280	0.09743271347
1281	0.0973594118
1282	0.09732932976
1283	0.09727648588
1284	0.09717948485
1285	0.09712760362
1286	0.09708907176
1287	0.09703423526
1288	0.09699245611
1289	0.09695480829
1290	0.09687595465
1291	0.09679495045
1292	0.09672478813
1293	0.09667001878
1294	0.0966018051
1295	0.09650158731
1296	0.09646916986
1297	0.09637929171
1298	0.09634848992
1299	0.09630654748
1300	0.09625378851
1301	0.09623684468
1302	0.09621389406
1303	0.09612869037
1304	0.09606969479
1305	0.095980181
1306	0.09594105897
1307	0.09590959513
1308	0.09590918277
1309	0.09580625958
1310	0.09576499269
1311	0.09571681188
1312	0.0956706381
1313	0.09561750781
1314	0.09557159646
1315	0.09551033558
1316	0.09546842358
1317	0.09544021802
1318	0.09538998307
1319	0.09534755449
1320	0.09529864745
1321	0.09524624848
1322	0.09521714423
1323	0.09519745325
1324	0.09512007125
1325	0.09506046903
1326	0.09500659018
1327	0.09496492505
1328	0.09488909928
1329	0.0948380051
1330	0.09477212245
1331	0.09472852427
1332	0.09466516064
1333	0.09460592441
1334	0.09459265245
1335	0.09450585075
1336	0.0945056624
1337	0.09446637121
1338	0.09440578658
1339	0.09435684465
1340	0.09431830493
1341	0.09426455982
1342	0.09420695533
1343	0.09418805056
1344	0.09414793637
1345	0.09408209501
1346	0.09399557034
1347	0.09396716004
1348	0.09393088771
1349	0.09392319315
1350	0.09389624835
1351	0.09386680902
1352	0.09378945157
1353	0.09373545103
1354	0.09371650329
1355	0.09368342109
1356	0.09362597433
1357	0.09358015149
1358	0.09352785749
1359	0.09351521257
1360	0.09349243383
1361	0.09344845286
1362	0.09342024417
1363	0.09334112656
1364	0.09328409955
1365	0.09319120648
1366	0.09315558326
1367	0.09309158891
1368	0.09300915774
1369	0.09291460548
1370	0.09285466601
1371	0.092802463
1372	0.09273183326
1373	0.09267406845
1374	0.09262800398
1375	0.09257621508
1376	0.09255520802
1377	0.09249337737
1378	0.09245244782
1379	0.09239694559
1380	0.09228837183
1381	0.09223147177
1382	0.09218650939
1383	0.09214579089
1384	0.09211293834
1385	0.09208738372
1386	0.09205417601
1387	0.09201680458
1388	0.09191340358
1389	0.09184817603
1390	0.09181453502
1391	0.09177665726
1392	0.0917255654
1393	0.09164563628
1394	0.09161319934
1395	0.09157219492
1396	0.09155353582
1397	0.09150612719
1398	0.09143977917
1399	0.09139848371
1400	0.09137462221
1401	0.0913685511
1402	0.09134383809
1403	0.09131560826
1404	0.09131367813
1405	0.0912841261
1406	0.09128299864
1407	0.09126969915
1408	0.09118370443
1409	0.09116688997
1410	0.09111660972
1411	0.09106463017
1412	0.09103773935
1413	0.0910035224
1414	0.09096261581
1415	0.09092023045
1416	0.09084024766
1417	0.09078646182
1418	0.09073919199
1419	0.09069686086
1420	0.09066770576
1421	0.09065988373
1422	0.09062218809
1423	0.09058151295
1424	0.09052343426
1425	0.09047356108
1426	0.09041829639
1427	0.09032990262
1428	0.0902710558
1429	0.09024429583
1430	0.09019292777
1431	0.09014191175
1432	0.09003456084
1433	0.0899554184
1434	0.08990893164
1435	0.08988120525
1436	0.08981962774
1437	0.08981105992
1438	0.08973995266
1439	0.0896851743
1440	0.08966174468
1441	0.08962364967
1442	0.08960721045
1443	0.08955028119
1444	0.08951045136
1445	0.08944787135
1446	0.08937026914
1447	0.08936383332
1448	0.08932066038
1449	0.08927305708
1450	0.08927257228
1451	0.08922547583
1452	0.08918172135
1453	0.08914743174
1454	0.08907391417
1455	0.08904663514
1456	0.08900600452
1457	0.08893636491
1458	0.08888349402
1459	0.08882528324
1460	0.08875829556
1461	0.08873344885
1462	0.08872101422
1463	0.08867193895
1464	0.08864572969
1465	0.08860385519
1466	0.08857216149
1467	0.08852421846
1468	0.08847879803
1469	0.08841444464
1470	0.08836605395
1471	0.0883346106
1472	0.088311425
1473	0.08827615235
1474	0.08822808097
1475	0.0881960223
1476	0.08816276689
1477	0.08813553359
1478	0.08810583648
1479	0.08803019581
1480	0.08800601112
1481	0.08797538206
1482	0.08794464623
1483	0.08792342157
1484	0.08783564909
1485	0.08778853373
1486	0.08772374495
1487	0.08769266888
1488	0.08765081268
1489	0.0875997111
1490	0.08750310163
1491	0.08744458751
1492	0.08743659629
1493	0.08743625797
1494	0.08743361225
1495	0.08738560927
1496	0.08737272159
1497	0.08734182026
1498	0.08728897636
1499	0.08723647337
1500	0.08720296049
1501	0.08718946981
1502	0.08716048702
1503	0.08710157051
1504	0.08704707823
1505	0.08703450263
1506	0.08696162864
1507	0.08692311574
1508	0.08688047946
1509	0.08685837093
1510	0.08681014415
