iter	RMSE
1511	0.0867596514
1512	0.08670347379
1513	0.08663935577
1514	0.08658936827
1515	0.08658030224
1516	0.08653058121
1517	0.08648790044
1518	0.08637457018
1519	0.08633718868
1520	0.08631497964
1521	0.0862709501
1522	0.08626638055
1523	0.08624559307
1524	0.08616134062
1525	0.08608350038
1526	0.08598531064
1527	0.08591255324
1528	0.08588601781
1529	0.08584278533
1530	0.08581046821
1531	0.08576030393
1532	0.0857129312
1533	0.08569513868
1534	0.0856812882
1535	0.08565451076
1536	0.08562935613
1537	0.08552273844
1538	0.08547839833
1539	0.08546731529
1540	0.08546383765
1541	0.08544463572
1542	0.08542593327
1543	0.08540252896
1544	0.08536152526
1545	0.08533069294
1546	0.08529859825
1547	0.08527986271
1548	0.08523631689
1549	0.08518080339
1550	0.08514600629
1551	0.08510819948
1552	0.08504551678
1553	0.08501049064
1554	0.08492651723
1555	0.08489369176
1556	0.08483861325
1557	0.08478818252
1558	0.08475776888
1559	0.08466435085
1560	0.08463050285
1561	0.08462345803
1562	0.08458669588
1563	0.08454282528
1564	0.08447097615
1565	0.08442238453
1566	0.08437971533
1567	0.08433429516
1568	0.08430132154
1569	0.08427658637
1570	0.08421700017
1571	0.08419856931
1572	0.08419249369
1573	0.08414697796
1574	0.08406888397
1575	0.08402192357
1576	0.08398882158
1577	0.08395970383
1578	0.08394677415
1579	0.0838902539
1580	0.08385399177
1581	0.08385343239
1582	0.08383768934
1583	0.08378769602
1584	0.08373928994
1585	0.08371927813
1586	0.08366798318
1587	0.0836384117
1588	0.08361510099
1589	0.08355960929
1590	0.08350782354
1591	0.08345206616
1592	0.08345106623
1593	0.08340831807
1594	0.08337709725
1595	0.08331621328
1596	0.08327699377
1597	0.08326335396
1598	0.08322542672
1599	0.08318920421
1600	0.08316048914
1601	0.08311953377
1602	0.08306613101
1603	0.08301547846
1604	0.08301120537
1605	0.08299839159
1606	0.08299831501
1607	0.08297546311
1608	0.08291305545
1609	0.08289831851
1610	0.08287111466
1611	0.08283973689
1612	0.08281997378
1613	0.08277037796
1614	0.08270868686
1615	0.08267192942
1616	0.08265493262
1617	0.08258789311
1618	0.08256323032
1619	0.08252628713
1620	0.08246929223
1621	0.08242164527
1622	0.08242146253
1623	0.08238382469
1624	0.08235901375
1625	0.08230875113
1626	0.08226246178
1627	0.08221792415
1628	0.0821651369
1629	0.08212509301
1630	0.08208006288
1631	0.08204474488
1632	0.08201271307
1633	0.08199619285
1634	0.08194631234
1635	0.08191855892
1636	0.08189011468
1637	0.08183700853
1638	0.08182832272
1639	0.08182742176
1640	0.08181620108
1641	0.08179778436
1642	0.08171883074
1643	0.08167547246
1644	0.08163219721
1645	0.08162948131
1646	0.08158881867
1647	0.08154596244
1648	0.08153144019
1649	0.08152081579
1650	0.0814829499
1651	0.08144737736
1652	0.08142796471
1653	0.08140611871
1654	0.0813443567
1655	0.08130804253
1656	0.08126180817
1657	0.08119293582
1658	0.08115839171
1659	0.08111488887
1660	0.0810998924
1661	0.08107959349
1662	0.0810150199
1663	0.08096347288
1664	0.08089901301
1665	0.08085698437
1666	0.08084126543
1667	0.08081503497
1668	0.08077245443
1669	0.08070528628
1670	0.08066332815
1671	0.08060319567
1672	0.08056642676
1673	0.08054186353
1674	0.08049445701
1675	0.0804782978
1676	0.08043231835
1677	0.08038974812
1678	0.0803467444
1679	0.08031476846
1680	0.08024073237
1681	0.08021041411
1682	0.08017153451
1683	0.08011166063
1684	0.08005752939
1685	0.08001526941
1686	0.07998295577
1687	0.07995418013
1688	0.07991871009
1689	0.07989778148
1690	0.07987551706
1691	0.07982677829
1692	0.07978979709
1693	0.07973477865
1694	0.07970211269
1695	0.07964944649
1696	0.07959897132
1697	0.07957594067
1698	0.07956999565
1699	0.07953715494
1700	0.07948048729
1701	0.07944430197
1702	0.07942683418
1703	0.07938326209
1704	0.07934730589
1705	0.07930760926
1706	0.07927875724
1707	0.07923441199
1708	0.07923314251
1709	0.07920589248
1710	0.07916570982
1711	0.07912702395
1712	0.07910220068
1713	0.07902621255
1714	0.07902568577
1715	0.07900115433
1716	0.07896233494
1717	0.07893409928
1718	0.07889092293
1719	0.0788490111
1720	0.07883358784
1721	0.07881512153
1722	0.07880087572
1723	0.07872491849
1724	0.07869621403
1725	0.07868739028
1726	0.07866909535
1727	0.07863449173
1728	0.0786120642
1729	0.0785996494
1730	0.07852943848
1731	0.07851561915
1732	0.07848609549
1733	0.07841144189
1734	0.07836630556
1735	0.07829688675
1736	0.07826117437
1737	0.07822152585
1738	0.07817526131
1739	0.07815670108
1740	0.07810902753
1741	0.07807887394
1742	0.07803072939
1743	0.0780154128
1744	0.07799501954
1745	0.07799391696
1746	0.07797285859
1747	0.07793412113
1748	0.07792134415
1749	0.07789104748
1750	0.07784394621
1751	0.07780519372
1752	0.077781891
1753	0.0777545529
1754	0.07772473559
1755	0.0776933078
1756	0.07766950534
1757	0.07763786821
1758	0.07757775794
1759	0.0775427941
1760	0.07750277294
1761	0.07745632274
1762	0.07743783627
1763	0.07741633078
1764	0.07739155402
1765	0.07730174539
1766	0.07723389191
1767	0.07722168128
1768	0.07718842349
1769	0.07712215223
1770	0.07710718331
1771	0.07706408747
1772	0.07701025406
1773	0.07697762738
1774	0.0769693431
1775	0.07695586238
1776	0.0769145286
1777	0.07688505904
1778	0.07686586462
1779	0.0768225573
1780	0.07675716327
1781	0.07668579587
1782	0.07661865007
1783	0.0765888493
1784	0.07656652362
1785	0.07653747612
1786	0.07651818346
1787	0.0764739476
1788	0.07645664671
1789	0.07640852025
1790	0.07637228005
1791	0.07632925528
1792	0.07630947693
1793	0.0762845958
1794	0.0762506021
1795	0.07622428929
1796	0.07618702176
1797	0.07616114733
1798	0.07613036637
1799	0.07607433253
